movie_title,movie_imdb_link,title_year,color,genres,plot_keywords,duration,language,country,content_rating,num_critic_for_reviews,num_user_for_reviews,director_name,imdb_score,budget,gross,movie_facebook_likes,director_facebook_likes,actor_1_name,actor_2_name,actor_3_name,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,num_voted_users,facenumber_in_poster,aspect_ratio
The WalkÂ ,http://www.imdb.com/title/tt3488710/?ref_=fn_tt_tt_1,2015,Color,Adventure|Biography|Drama|Thriller,1970s|based on true story|new york city|skyscraper|tightrope walker,123,English,USA,PG,335,195,Robert Zemeckis,7.4,35000000,10137502,24000,0,Joseph Gordon-Levitt,Soleyman Pierini,Jade Kindar-Martin,23000,22,6,23031,77394,0,2.35
The Walking DeceasedÂ ,http://www.imdb.com/title/tt3499458/?ref_=fn_tt_tt_1,2015,Color,Comedy|Horror,zombie|zombie spoof,88,English,USA,R,23,25,Scott Dow,3.4,1250000,,0,6,Trenton Rostedt,Wray Crawford,Dave Sheridan,680,418,233,1425,2348,0,
The Warrior's WayÂ ,http://www.imdb.com/title/tt1032751/?ref_=fn_tt_tt_1,2010,Color,Action|Fantasy|Western,bullet time|explosion|knife throwing|throwing a knife|violence,100,English,New Zealand,R,95,102,Sngmoo Lee,6.3,45000000,5664251,0,19,Tony Cox,Dong-gun Jang,Jed Brophy,624,489,433,2056,22309,1,2.35
The WatchÂ ,http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1,2012,Color,Action|Comedy|Sci-Fi,alien|escape|manager|neighborhood watch|ohio,102,English,USA,R,265,207,Akiva Schaffer,5.7,68000000,34350553,15000,82,Will Forte,Nicholas Braun,Rosemarie DeWitt,622,591,537,2488,104066,4,2.35
The WatchÂ ,http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1,2012,Color,Action|Comedy|Sci-Fi,alien|escape|manager|neighborhood watch|ohio,102,English,USA,R,265,207,Akiva Schaffer,5.7,68000000,34350553,15000,82,Will Forte,Nicholas Braun,Rosemarie DeWitt,622,591,536,2486,104072,4,2.35
The Water DivinerÂ ,http://www.imdb.com/title/tt3007512/?ref_=fn_tt_tt_1,2014,Color,Drama|War,australian|battle|battle of gallipoli|gallipoli|world war one,111,English,Australia,R,183,185,Russell Crowe,7.1,22500000,4190530,18000,0,Cem Yilmaz,Ryan Corr,Steve Bastoni,523,468,234,1795,53341,0,2.35
The Way Way BackÂ ,http://www.imdb.com/title/tt1727388/?ref_=fn_tt_tt_1,2013,Color,Comedy|Drama,awkward boy|shy kid|summer|vacation|water park,103,English,USA,PG-13,276,216,Nat Faxon,7.4,5000000,21501098,22000,214,Steve Carell,Liam James,Jim Rash,7000,468,424,8375,115813,1,1.85
The Wicked WithinÂ ,http://www.imdb.com/title/tt1943014/?ref_=fn_tt_tt_1,2015,Color,Horror,after dark horrorfest,84,English,USA,R,9,7,Jay Alaimo,4.6,1200000,,479,2,William McNamara,Sabrina Carmichael,Patrick Muldoon,10000,500,475,11257,742,0,
The WitchÂ ,http://www.imdb.com/title/tt4263482/?ref_=fn_tt_tt_1,2015,Color,Horror|Mystery,black magic|goat|isolation|naked woman|witch,92,English,USA,R,425,452,Robert Eggers,6.8,3500000,25138292,43000,22,Julian Richings,Kate Dickie,Ralph Ineson,648,191,159,1122,66483,0,1.66
The Wolf of Wall StreetÂ ,http://www.imdb.com/title/tt0993846/?ref_=fn_tt_tt_1,2013,Color,Biography|Comedy|Crime|Drama,based on true story|fellatio|female rear nudity|sex in an airplane|stockbroker,240,English,USA,R,606,1138,Martin Scorsese,8.2,100000000,116866727,138000,17000,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,29000,11000,4000,46057,780588,3,2.35
The WolfmanÂ ,http://www.imdb.com/title/tt0780653/?ref_=fn_tt_tt_1,2010,Color,Drama|Fantasy|Horror|Thriller,asylum|death|full moon|transformation|werewolf,119,English,USA,R,357,432,Joe Johnston,5.8,150000000,61937495,0,394,Anthony Hopkins,Simon Merrells,Art Malik,12000,490,162,13071,89442,0,1.85
The WolverineÂ ,http://www.imdb.com/title/tt1430132/?ref_=fn_tt_tt_1,2013,Color,Action|Adventure|Sci-Fi|Thriller,healing power|marvel comics|mecha|regeneration|self healing,138,English,USA,PG-13,440,533,James Mangold,6.7,120000000,132550960,68000,446,Hugh Jackman,Tao Okamoto,Rila Fukushima,20000,992,929,23755,328067,1,2.35
The Woman in BlackÂ ,http://www.imdb.com/title/tt1596365/?ref_=fn_tt_tt_1,2012,Color,Drama|Fantasy|Horror|Thriller,afterlife|baby boy|bird in a cage|ghost|reunited family,95,English,UK,PG-13,462,509,James Watkins,6.4,17000000,54322273,29000,43,Daniel Radcliffe,Roger Allam,Jessica Raine,11000,326,259,11946,139749,0,2.35
The WordsÂ ,http://www.imdb.com/title/tt1840417/?ref_=fn_tt_tt_1,2012,Color,Drama|Mystery|Romance|Thriller,american in paris|book|love|novel|writer,102,English,USA,PG-13,216,130,Brian Klugman,7.1,6000000,11434867,21000,49,J.K. Simmons,Bradley Cooper,Olivia Wilde,24000,14000,10000,51355,59637,1,1.85
The World Is MineÂ ,http://www.imdb.com/title/tt4707756/?ref_=fn_tt_tt_1,2015,Color,Drama,,104,Romanian,Romania,,5,1,Nicolae Constantin Tanase,6.5,168000,,34,0,Iulia Ciochina,Ana Maria Guran,Ana Vatamanu,0,0,0,0,354,1,
The World's EndÂ ,http://www.imdb.com/title/tt1213663/?ref_=fn_tt_tt_1,2013,Color,Action|Comedy|Sci-Fi,alcoholic|doppelganger|group therapy|self mutilation|twin actresses for twin sisters,109,English,UK,R,427,401,Edgar Wright,7,20000000,26003149,49000,1000,Michael Smiley,Thomas Law,Jasper Levine,177,55,24,278,185587,6,2.35
The Young and Prodigious T.S. SpivetÂ ,http://www.imdb.com/title/tt1981107/?ref_=fn_tt_tt_1,2013,Color,Action|Adventure|Drama|Family,3 dimensional|cartographer|punctuation in title|smithsonian|train,105,English,France,PG,122,28,Jean-Pierre Jeunet,7.1,33000000,99462,5000,0,Callum Rennie,Julian Richings,Judy Davis,716,648,223,1843,11347,1,2.35
The Young MessiahÂ ,http://www.imdb.com/title/tt1002563/?ref_=fn_tt_tt_1,2016,Color,Drama,based on novel,111,English,USA,PG-13,24,30,Cyrus Nowrasteh,5.4,18500000,6462576,0,19,Clive Russell,Vincent Walsh,Finn Ireland,241,118,107,824,1449,0,2.35
There Be DragonsÂ ,http://www.imdb.com/title/tt1316616/?ref_=fn_tt_tt_1,2011,Color,Biography|Drama|War,dying|forgiveness|saint|spanish civil war|starts with narration,102,English,Spain,PG-13,77,53,Roland JoffÃ©,5.9,36000000,1068392,2000,596,Jordi MollÃ ,Dougray Scott,Lily Cole,877,794,785,3497,3865,0,2.35
Theresa Is a MotherÂ ,http://www.imdb.com/title/tt1989646/?ref_=fn_tt_tt_1,2012,Color,Comedy|Drama|Music,,105,English,USA,,13,1,C. Fraser Press,6.7,200000,,38,0,Elaine Bromka,Robert Turano,Matthew Gumley,178,32,27,263,37,0,
They Came TogetherÂ ,http://www.imdb.com/title/tt2398249/?ref_=fn_tt_tt_1,2014,Color,Comedy,halloween party|new york city|racism|romcom|spoof,83,English,USA,R,98,85,David Wain,5.5,,,0,136,Christopher Meloni,Amy Poehler,Jack McBrayer,3000,1000,975,7191,16987,2,1.85
They Will Have to Kill Us FirstÂ ,http://www.imdb.com/title/tt4333662/?ref_=fn_tt_tt_1,2015,Color,Documentary,,105,French,UK,,22,2,Johanna Schwartz,7.7,400000,,34,0,Aliou TourÃ©,Garba TourÃ©,Khaira Arby,0,0,0,0,74,3,
Think Like a Man TooÂ ,http://www.imdb.com/title/tt2239832/?ref_=fn_tt_tt_1,2014,Color,Comedy|Romance,african american|imperative in title|las vegas nevada|nevada|wedding,106,English,USA,PG-13,52,38,Tim Story,5.7,24000000,65182182,3000,167,Romany Malco,Regina Hall,David Walton,966,807,676,4830,15310,8,2.35
Think Like a ManÂ ,http://www.imdb.com/title/tt1621045/?ref_=fn_tt_tt_1,2012,Color,Comedy|Romance,advice|black romance|hip hop|reading a book|sex scene,122,English,USA,PG-13,77,62,Tim Story,6.6,12000000,91547205,0,167,Chris Brown,Romany Malco,Regina Hall,997,966,807,5165,34579,8,2.35
This Is 40Â ,http://www.imdb.com/title/tt1758830/?ref_=fn_tt_tt_1,2012,Color,Comedy,40th birthday|aging|birthday|sex|viagra,134,English,USA,R,285,248,Judd Apatow,6.2,35000000,67523385,18000,0,Charlyne Yi,Maude Apatow,Mackenzie Aladjem,529,130,120,1050,104005,2,2.35
This Is Martin BonnerÂ ,http://www.imdb.com/title/tt1798291/?ref_=fn_tt_tt_1,2013,Color,Drama,estranged daughter|friendship|nevada|prisoner|unlikely friendship,83,English,USA,R,34,7,Chad Hartigan,6.6,42000,,234,3,Jan Haley,Paul Eenhoorn,Demetrius Grosse,695,571,69,1438,733,0,16
This Is the EndÂ ,http://www.imdb.com/title/tt1245492/?ref_=fn_tt_tt_1,2013,Color,Comedy|Fantasy,apocalypse|celebrity|ensemble cast|party|rapture,107,English,USA,R,418,669,Evan Goldberg,6.7,32000000,101470202,97000,133,Channing Tatum,James Franco,Emma Watson,17000,11000,9000,38751,310540,6,2.35
This Is Where I Leave YouÂ ,http://www.imdb.com/title/tt1371150/?ref_=fn_tt_tt_1,2014,Color,Comedy|Drama,brother sister relationship|childhood home|man child|sibling|vomiting,103,English,USA,R,156,145,Shawn Levy,6.6,19800000,34290142,14000,189,Tina Fey,Abigail Spencer,Jane Fonda,2000,1000,949,4662,54242,8,2.35
This Means WarÂ ,http://www.imdb.com/title/tt1596350/?ref_=fn_tt_tt_1,2012,Color,Action|Comedy|Romance,best friend|cia|cia agent|dating|undercover,103,English,USA,PG-13,241,238,McG,6.3,65000000,54758461,18000,368,Tom Hardy,Abigail Spencer,Warren Christie,27000,1000,520,29808,147641,3,2.35
Thor: The Dark WorldÂ ,http://www.imdb.com/title/tt1981115/?ref_=fn_tt_tt_1,2013,Color,Action|Adventure|Fantasy,arrest|portal|thor|warrior|weapon,112,English,USA,PG-13,486,532,Alan Taylor,7.1,170000000,206360018,63000,230,Chris Hemsworth,Natalie Portman,Anthony Hopkins,26000,20000,12000,59803,414070,3,2.35
ThorÂ ,http://www.imdb.com/title/tt0800369/?ref_=fn_tt_tt_1,2011,Color,Action|Adventure|Fantasy,battle|marvel cinematic universe|scientist|thor|throne,115,English,USA,PG-13,516,738,Kenneth Branagh,7,150000000,181015141,63000,0,Chris Hemsworth,Natalie Portman,Anthony Hopkins,26000,20000,12000,60059,536314,1,2.35
Thunder and the House of MagicÂ ,http://www.imdb.com/title/tt3148834/?ref_=fn_tt_tt_1,2013,Color,Adventure|Animation|Comedy|Family|Fantasy,,85,English,Belgium,,60,16,Jeremy Degruson,6.3,34000000,4091,0,0,Kyle Hebert,Brianne Brozey,Joe Ochman,324,15,11,369,4265,0,2.35
Tiger OrangeÂ ,http://www.imdb.com/title/tt2866824/?ref_=fn_tt_tt_1,2014,Color,Drama,coming out|father son relationship|gay|gay brother|toilet sex,75,English,USA,Unrated,13,8,Wade Gasque,6.8,100000,,182,0,Ty Parker,Vincent Duvall,Loanne Bishop,267,87,46,488,683,2,1.78
Tim and Eric's Billion Dollar MovieÂ ,http://www.imdb.com/title/tt1855401/?ref_=fn_tt_tt_1,2012,Color,Comedy,film in film|man with glasses|reference to steven spielberg|self referential|shopping mall,93,English,USA,R,82,71,Tim Heidecker,5.3,3000000,200803,0,78,Michael Gross,William Atherton,Bob Ross,536,317,197,1467,7988,3,1.78
Time to ChooseÂ ,http://www.imdb.com/title/tt5001130/?ref_=fn_tt_tt_1,2015,Color,Documentary,,100,English,USA,,6,2,Charles Ferguson,7,3500000,29233,121,117,Jane Goodall,Jerry Brown,Peter Agnefjall,21,3,0,24,75,0,
Tinker Tailor Soldier SpyÂ ,http://www.imdb.com/title/tt1340800/?ref_=fn_tt_tt_1,2011,Color,Drama|Mystery|Thriller,cold war|hungary|mole|spy|woman on top,127,English,France,R,466,517,Tomas Alfredson,7.1,20000000,24104113,24000,140,Benedict Cumberbatch,Colin Firth,Gary Oldman,19000,14000,10000,46241,149066,1,2.35
Tiny FurnitureÂ ,http://www.imdb.com/title/tt1570989/?ref_=fn_tt_tt_1,2010,Color,Comedy|Drama|Romance,adult returns home|girl with glasses|hipster|shower|title directed by female,98,English,USA,Not Rated,113,35,Lena Dunham,6.3,65000,389804,0,969,Lena Dunham,Merritt Wever,Jemima Kirke,969,529,433,2530,11816,0,2.35
"To Be Frank, Sinatra at 100Â ",http://www.imdb.com/title/tt4704314/?ref_=fn_tt_tt_1,2015,Color,Documentary,,81,English,UK,,,,Simon Napier-Bell,7.4,2000000,,0,0,Alice Cooper,Tim Rice,Louis Walsh,674,27,8,712,7,0,
To Rome with LoveÂ ,http://www.imdb.com/title/tt1859650/?ref_=fn_tt_tt_1,2012,Color,Comedy|Romance,architect|celebrity|prostitute|shower|tourist,112,English,USA,R,275,163,Woody Allen,6.3,17000000,16684352,18000,11000,Ornella Muti,Judy Davis,Alessandra Mastronardi,385,223,159,1205,67893,0,1.85
TomorrowlandÂ ,http://www.imdb.com/title/tt1964418/?ref_=fn_tt_tt_1,2015,Color,Action|Adventure|Family|Mystery|Sci-Fi,boy genius|futuristic city|inventor|teenage girl|time travel,130,English,USA,PG,443,497,Brad Bird,6.5,190000000,93417865,37000,663,Judy Greer,Chris Bauer,Thomas Robinson,2000,638,604,5046,128306,2,2.2
Top Cat BeginsÂ ,http://www.imdb.com/title/tt4057916/?ref_=fn_tt_tt_1,2015,Color,Animation|Family,,89,Spanish,Mexico,PG,3,1,AndrÃ©s Couturier,4.4,8000000,,138,0,Sariann Monaco,David Hoffman,Ben Diskin,163,94,20,370,230,0,
Top FiveÂ ,http://www.imdb.com/title/tt2784678/?ref_=fn_tt_tt_1,2014,Color,Comedy|Romance,bare breasts|celebrity|in medias res|reference to planet of the apes|sex talk,102,English,USA,R,161,93,Chris Rock,6.5,12000000,25277561,0,0,Rosario Dawson,Romany Malco,J.B. Smoove,3000,966,555,5592,21672,10,2.35
Top SpinÂ ,http://www.imdb.com/title/tt4219836/?ref_=fn_tt_tt_1,2014,Color,Documentary,,80,English,USA,,18,2,Sara Newens,7.1,150000,5858,116,0,Ariel Hsing,Xinhua Jiang,Michael Landers,0,0,0,0,260,0,
Tower HeistÂ ,http://www.imdb.com/title/tt0471042/?ref_=fn_tt_tt_1,2011,Color,Action|Comedy|Crime,apartment|fbi|fraud|heist|manager,104,English,USA,PG-13,236,194,Brett Ratner,6.2,75000000,78009155,0,420,Matthew Broderick,Gabourey Sidibe,Judd Hirsch,2000,906,535,3768,110073,5,2.35
Towering InfernoÂ             ,http://www.imdb.com/title/tt0691996/?ref_=fn_tt_tt_1,,Color,Comedy,,65,English,Canada,,,,John Blanchard,9.5,,,0,0,Martin Short,Andrea Martin,Joe Flaherty,770,179,176,1125,10,2,1.33
Toy Story 3Â ,http://www.imdb.com/title/tt0435761/?ref_=fn_tt_tt_1,2010,Color,Adventure|Animation|Comedy|Family|Fantasy,college|day care|escape|teddy bear|toy,103,English,USA,G,453,733,Lee Unkrich,8.3,200000000,414984497,30000,125,Tom Hanks,John Ratzenberger,Don Rickles,15000,1000,721,19085,544884,3,1.85
TrackerÂ ,http://www.imdb.com/title/tt1414378/?ref_=fn_tt_tt_1,2010,Color,Action|Adventure|Drama|Western,one word title,102,English,New Zealand,R,12,18,Ian Sharp,6.5,6500000,,830,9,Ray Winstone,Jed Brophy,Temuera Morrison,1000,433,368,1904,2892,0,2.35
Trade of InnocentsÂ ,http://www.imdb.com/title/tt1772408/?ref_=fn_tt_tt_1,2012,Color,Drama|Thriller,angkor wat|human trafficking|sex slavery|sex tourism,88,English,USA,PG-13,6,8,Christopher M. Bessette,5.4,,15059,543,0,Mira Sorvino,John Billingsley,Trieu Tran,978,323,57,1443,748,2,2.35
TrainwreckÂ ,http://www.imdb.com/title/tt3152624/?ref_=fn_tt_tt_1,2015,Color,Comedy|Romance,actress playing herself|actress shares first name with character|fired from a job|male nudity|written by star,129,English,Japan,R,332,309,Judd Apatow,6.3,35000000,110008260,25000,0,Amy Schumer,Randall Park,Josh Segarra,492,392,213,1450,94241,1,2.35
TranceÂ ,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,2013,Color,Crime|Drama|Mystery|Thriller,amnesia|criminal|heist|hypnotherapy|lost painting,101,English,UK,R,393,212,Danny Boyle,7,20000000,2319187,23000,0,Rosario Dawson,Spencer Wilding,Tuppence Middleton,3000,1000,888,5056,92640,0,2.35
TranceÂ ,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,2013,Color,Crime|Drama|Mystery|Thriller,amnesia|criminal|heist|hypnotherapy|lost painting,101,English,UK,R,393,212,Danny Boyle,7,20000000,2319187,23000,0,Rosario Dawson,Spencer Wilding,Tuppence Middleton,3000,1000,888,5056,92640,0,2.35
TranscendenceÂ ,http://www.imdb.com/title/tt2209764/?ref_=fn_tt_tt_1,2014,Color,Drama|Mystery|Romance|Sci-Fi|Thriller,artificial intelligence|consciousness|power outage|scientist|technology,119,English,UK,PG-13,355,462,Wally Pfister,6.3,100000000,23014504,37000,0,Johnny Depp,Morgan Freeman,Clifton Collins Jr.,40000,11000,968,54031,172707,1,2.35
Transformers: Age of ExtinctionÂ ,http://www.imdb.com/title/tt2109248/?ref_=fn_tt_tt_1,2014,Color,Action|Adventure|Sci-Fi,blockbuster|bumblebee the character|semi truck and trailer|texas|truck,165,English,USA,PG-13,378,918,Michael Bay,5.7,210000000,245428137,56000,0,Bingbing Li,Sophia Myles,Kelsey Grammer,974,956,808,3988,242420,2,2.35
Transformers: Dark of the MoonÂ ,http://www.imdb.com/title/tt1399103/?ref_=fn_tt_tt_1,2011,Color,Action|Adventure|Sci-Fi,autobot|decepticon|job interview|moon|spacecraft,154,English,USA,PG-13,428,899,Michael Bay,6.3,195000000,352358779,46000,0,Glenn Morshower,Lester Speight,Kevin Dunn,894,829,581,2593,326180,2,2.35
TrappedÂ             ,http://www.imdb.com/title/tt3561180/?ref_=fn_tt_tt_1,,Color,Crime|Drama|Thriller,coastal town|iceland|police|snowstorm|winter storm,511,Icelandic,Iceland,,16,19,,8.2,,,0,,Ã“lafur Darri Ã“lafsson,Ingvar Eggert SigurÃ°sson,BjÃ¶rn Hlynur Haraldsson,147,63,51,307,2308,0,16
TrashÂ ,http://www.imdb.com/title/tt1921149/?ref_=fn_tt_tt_1,2014,Color,Adventure|Crime|Drama|Mystery|Thriller,bible|key|poverty|slum|wallet,114,Portuguese,UK,R,101,26,Stephen Daldry,7.2,,10230,0,335,Wagner Moura,Selton Mello,Daniel Zettel,585,68,14,679,14437,0,2.35
TreacheryÂ ,http://www.imdb.com/title/tt2380301/?ref_=fn_tt_tt_1,2013,Color,Drama|Thriller,panties|white panties,67,English,USA,,5,5,Travis Romero,3.9,625000,,0,4,Matthew Ziff,Lorraine Ziff,Michael Biehn,260000,21000,2000,283939,344,5,
Treading WaterÂ ,http://www.imdb.com/title/tt2091427/?ref_=fn_tt_tt_1,2013,Color,Comedy|Drama,,92,English,Mexico,,10,3,Analeine Cal y Mayor,6.2,4700000,,199,4,ZoÃ« Kravitz,Douglas Smith,Kim Ly,943,480,140,1795,421,1,
Triple 9Â ,http://www.imdb.com/title/tt1712261/?ref_=fn_tt_tt_1,2016,Color,Action|Crime|Drama|Thriller,betrayal|corrupt cop|heist|murder of a police officer|police detective,115,English,USA,R,214,106,John Hillcoat,6.3,20000000,12626905,0,214,Kate Winslet,Norman Reedus,Clifton Collins Jr.,14000,12000,968,27214,32567,3,2.35
TrollhunterÂ ,http://www.imdb.com/title/tt1740707/?ref_=fn_tt_tt_1,2010,Color,Comedy|Drama|Fantasy|Horror,bear|cameraman|hunter|secret government agency|troll,103,Norwegian,Norway,PG-13,337,199,AndrÃ© Ã˜vredal,7,19900000,252652,38000,12,Otto Jespersen,Johanna MÃ¸rck,Glenn Erland Tosterud,29,4,4,44,54104,0,1.85
TRON: LegacyÂ ,http://www.imdb.com/title/tt1104001/?ref_=fn_tt_tt_1,2010,Color,Action|Adventure|Sci-Fi,arcade|bridge|disappearance|escape|warrior,125,English,USA,PG,469,665,Joseph Kosinski,6.8,170000000,172051787,30000,364,Jeff Bridges,Olivia Wilde,James Frain,12000,10000,1000,25550,264183,0,2.35
TRON: LegacyÂ ,http://www.imdb.com/title/tt1104001/?ref_=fn_tt_tt_1,2010,Color,Action|Adventure|Sci-Fi,arcade|bridge|disappearance|escape|warrior,125,English,USA,PG,469,665,Joseph Kosinski,6.8,170000000,172051787,30000,364,Jeff Bridges,Olivia Wilde,James Frain,12000,10000,1000,25549,264186,0,2.35
Trouble with the CurveÂ ,http://www.imdb.com/title/tt2083383/?ref_=fn_tt_tt_1,2012,Color,Drama|Sport,aging|baseball|baseball scout|north carolina|pitcher,111,English,USA,PG-13,239,150,Robert Lorenz,6.8,,35754555,11000,39,Clint Eastwood,Ed Lauter,Bob Gunton,16000,897,461,17871,47954,0,2.35
True GritÂ ,http://www.imdb.com/title/tt1403865/?ref_=fn_tt_tt_1,2010,Color,Adventure|Drama|Western,arkansas|murder|sheriff|texas ranger|u.s. marshal,110,English,USA,PG-13,493,724,Ethan Coen,7.7,38000000,171031347,36000,1000,Matt Damon,Jeff Bridges,Bruce Green,13000,12000,538,25964,240962,0,2.35
TrustÂ ,http://www.imdb.com/title/tt1529572/?ref_=fn_tt_tt_1,2010,Color,Crime|Drama|Thriller,counselor|fbi|revenge motive|school|teenage girl,106,English,USA,R,109,137,David Schwimmer,7,9500000,58214,10000,0,Noah Emmerich,Jordan Trovillion,Zoe Levin,617,163,67,916,34224,0,2.35
Truth or DieÂ ,http://www.imdb.com/title/tt1838722/?ref_=fn_tt_tt_1,2012,Color,Horror|Mystery,cabin in the woods|drinking acid|introvert|lesbian kiss|truth or dare,96,English,UK,Not Rated,40,41,Robert Heath,5.6,1000000,,968,0,David Oakes,Alexander Vlahos,Jennie Jacques,335,334,177,1226,6513,2,2.35
Tucker and Dale vs EvilÂ ,http://www.imdb.com/title/tt1465522/?ref_=fn_tt_tt_1,2010,Color,Comedy|Horror,cabin|chainsaw|college kid|hillbilly|vacation,89,English,Canada,R,324,200,Eli Craig,7.6,,223615,49000,27,Katrina Bowden,Tyler Labine,Chelan Simmons,948,779,440,2958,127842,1,2.35
TurboÂ ,http://www.imdb.com/title/tt1860353/?ref_=fn_tt_tt_1,2013,Color,Adventure|Animation|Comedy|Family|Sport,accident|freak accident|race|snail|underdog,96,English,USA,PG,166,90,David Soren,6.5,135000000,83024900,13000,13,Ryan Reynolds,Snoop Dogg,Ben Schwartz,16000,881,463,17416,62424,0,2.35
TuskÂ ,http://www.imdb.com/title/tt3099498/?ref_=fn_tt_tt_1,2014,Color,Comedy|Drama|Horror,canada|human becoming an animal|mad scientist|part of trilogy|walrus,102,English,USA,R,254,261,Kevin Smith,5.4,3000000,1821983,20000,0,Johnny Depp,Haley Joel Osment,Michael Parks,40000,3000,387,43810,31089,0,2.35
TwistedÂ             ,http://www.imdb.com/title/tt2355844/?ref_=fn_tt_tt_1,,Color,Drama|Mystery|Thriller,,60,English,USA,,4,22,,7.5,,,915,,Grey Damon,Brittany Curran,Aaron Hill,629,512,398,2758,7945,2,16
TwixtÂ ,http://www.imdb.com/title/tt1756851/?ref_=fn_tt_tt_1,2011,Color,Comedy|Fantasy|Horror|Mystery,ghost|hotel|murder|stake|what happened to epilogue,88,English,USA,R,112,70,Francis Ford Coppola,4.8,7000000,,0,0,Alden Ehrenreich,Bruce Dern,Joanne Whalley,1000,844,507,3150,8589,0,1.85
Two Lovers and a BearÂ ,http://www.imdb.com/title/tt4412528/?ref_=fn_tt_tt_1,2016,Color,Drama|Romance,,96,English,Canada,,6,6,Kim Nguyen,7.2,8700000,,187,16,Gordon Pinsent,Justin Edward Seale,John Ralston,149,147,63,414,33,0,2.35
